,text,target,loss_by_words,loss_by_sentences,max_word_loss
9316,tb yêu ai tht lòng ms luỵ th ☺️☺️,Thiên Bình yêu ai thật lòng mới lụy thôi ☺️☺️,"<s>: 0.0162, ▁Thiên: 9.5346, ▁Bình: 0.622, ▁yêu: 0.9316, ▁ai: 0.0678, ▁thật: 0.0393, ▁lòng: 0.0127, ▁mới: 0.0276, ▁l: 2.773, ụ: 2.2752, y: 0.359, ▁thôi: 0.0689, ▁: 0.0497, <unk>: 0.0522, <unk>: 0.0527, <unk>: 0.0509, <unk>: 0.1941, </s>: 0.0722",0.9555,9.5346
821,Cái quang trọng là kênh YouTube nào để port thì chỉ hổng ns 😂😂😂thôi ráng chờ,Cái quan trọng là kênh YouTube nào để post thì chỉ không nói 😂😂😂thôi ráng chờ,"<s>: 0.0137, ▁Cái: 0.0173, ▁quan: 7.2793, ▁trọng: 0.0083, ▁là: 0.1008, ▁kênh: 0.0024, ▁YouTube: 0.003, ▁nào: 0.0488, ▁để: 0.0665, ▁post: 8.6389, ▁thì: 0.0902, ▁chỉ: 0.0565, ▁không: 5.8907, ▁nói: 0.0502, ▁: 0.2443, <unk>: 0.0359, <unk>: 0.05, <unk>: 0.0944, th: 0.0609, ôi: 0.0119, ▁rá: 0.0008, ng: 0.0198, ▁chờ: 0.0183, </s>: 0.0579",0.9525,8.6389
4379,"Máy ảnh Máy nào cx oke, ít tiền nh tiền đều chụp đc tuỳ tc.","Máy ảnh Máy nào cũng ok, ít tiền nhiều tiền đều chụp được tùy tài chính.","<s>: 0.014, ▁Máy: 0.0341, ▁ảnh: 0.0593, ▁Máy: 0.0077, ▁nào: 0.0261, ▁cũng: 0.0493, ▁ok: 0.0231, ,: 0.0602, ▁ít: 0.0145, ▁tiền: 0.0433, ▁nhiều: 0.0402, ▁tiền: 0.0164, ▁đều: 0.0258, ▁chụp: 0.0063, ▁được: 0.0632, <unk>: 9.9027, ▁tài: 7.7582, ▁chính: 0.6416, .: 0.1365, </s>: 0.0714",0.9497,9.9027
7926,"Cook cái textfic trên w cho t, j ta, cua lại tình cũ","Cook cái textfic trên Wattpad cho tôi, gì ta, cua lại tình cũ","<s>: 0.0138, ▁Cook: 0.0011, ▁cái: 0.0953, ▁text: 0.0002, fic: 0.0001, ▁trên: 0.0401, ▁Watt: 10.85, pad: 6.1075, ▁cho: 0.035, ▁tôi: 0.2299, ,: 0.1111, ▁gì: 0.0966, ▁ta: 0.0674, ,: 0.1175, ▁cu: 0.9132, a: 0.1252, ▁lại: 0.0603, ▁tình: 0.0164, ▁cũ: 0.0037, </s>: 0.0863",0.9485,10.85
8539,"Chỉ muốn truyền thừa câu ns mấy ah cj đh và đã hok xog đh truyền lại:"" đừng chs thân vs bn đh""🫶","Chỉ muốn truyền thừa câu nói mấy anh chị đại học và đã học xong đại học truyền lại: ""đừng chơi thân với bạn đại học"" 🫶","<s>: 0.0133, ▁Chỉ: 0.0657, ▁muốn: 0.0267, ▁truyền: 0.0087, ▁thừa: 0.0052, ▁câu: 0.0249, ▁nói: 0.0461, ▁mấy: 0.0105, ▁anh: 0.019, ▁chị: 0.0909, ▁đại: 0.1937, ▁học: 0.0868, ▁và: 0.0577, ▁đã: 0.0233, ▁học: 0.0592, ▁xong: 0.2844, ▁đại: 0.1819, ▁học: 0.1437, ▁truyền: 0.0106, ▁lại: 0.0337, :: 0.1001, ▁"": 4.7417, đ: 11.8778, ừng: 4.8803, ▁chơi: 0.0322, ▁thân: 0.0131, ▁với: 0.0425, ▁bạn: 0.0468, ▁đại: 0.1017, ▁học: 0.0828, "": 0.0538, ▁: 8.5884, <unk>: 0.2154, </s>: 0.0618",0.9478,11.8778
7157,"Đù đù vuýp, mẹ Kiều lm cú lổ chấn động 🌷","Đù đù vip, mẹ Kiều làm cú lỗ chấn động 🌷","<s>: 0.0149, ▁Đ: 0.0665, ù: 0.0031, ▁đ: 0.0516, ù: 0.0038, ▁vip: 6.7662, ,: 0.1376, ▁mẹ: 0.0203, ▁Kiều: 0.0008, ▁làm: 0.0529, ▁cú: 0.002, ▁lỗ: 8.757, ▁chấn: 0.0003, ▁động: 0.0125, ▁: 0.081, <unk>: 0.0728, </s>: 0.0561",0.947,8.757
8545,Mn kể nghe jay qus,Mọi người kể nghe hay quá,"<s>: 0.0147, ▁Mọi: 0.0352, ▁người: 0.0505, ▁kể: 0.0045, ▁nghe: 0.0223, ▁hay: 7.1743, ▁quá: 0.1582, </s>: 0.1075",0.9459,7.1743
6273,📢 TUYỂN DỤNG: NVIEN HÀNH CHÍNH – NHÂN SỰ 📍 Địa điểm lm ziệc: Khâm Thiên Hà Nội ⏰ Tg lm ziệc: • Thứ 2 – Thứ 7: 09h00 – 18h00 • Nghỉ Cn hàng tuần 💰 Thu nhập: 13.000.000 VNĐ/tháng,📢 TUYỂN DỤNG: NHÂN VIÊN HÀNH CHÍNH – NHÂN SỰ 📍 Địa điểm làm việc: Khâm Thiên Hà Nội ⏰ Thời gian làm việc: • Thứ 2 – Thứ 7: 09 giờ 00 – 18 giờ 00 • Nghỉ Chủ nhật hàng tuần 💰 Thu nhập: 13.000.000 VNĐ/tháng,"<s>: 0.0143, ▁: 0.044, <unk>: 0.0139, ▁TU: 0.0044, Y: 0.0121, Ể: 0.0036, N: 0.0318, ▁DỤNG: 0.0102, :: 0.0667, ▁NHÂN: 0.0519, ▁V: 0.2364, IÊN: 0.0075, ▁H: 0.0664, ÀN: 0.0073, H: 0.1207, ▁CHÍNH: 0.0026, ▁–: 0.0678, ▁NHÂN: 0.0002, ▁S: 0.0335, Ự: 0.0034, ▁: 0.0248, <unk>: 0.0158, ▁Địa: 0.006, ▁điểm: 0.0351, ▁làm: 0.065, ▁việc: 0.0092, :: 0.0328, ▁Kh: 0.0031, âm: 0.0062, ▁Thiên: 0.0006, ▁Hà: 0.0063, ▁Nội: 0.0157, ▁: 0.0374, <unk>: 0.024, ▁Thời: 0.1035, ▁gian: 0.0305, ▁làm: 0.0474, ▁việc: 0.0062, :: 0.0273, ▁•: 0.0027, ▁Thứ: 0.003, ▁2: 0.0292, ▁–: 0.0546, ▁Thứ: 0.003, ▁7: 0.0055, :: 0.0143, ▁09: 0.0003, ▁giờ: 5.1008, ▁00: 6.5623, ▁–: 0.0822, ▁18: 0.0012, ▁giờ: 2.9458, ▁00: 3.543, ▁•: 0.008, ▁Ngh: 0.0008, ỉ: 0.0041, ▁Chủ: 8.094, ▁nhật: 0.0164, ▁hàng: 10.1409, ▁tuần: 0.7482, ▁: 4.6959, <unk>: 0.2613, ▁Thu: 10.1487, </s>: 6.7686",0.9458,10.1487
4968,hs đơn giản ( Ko mất ph.í ) 👉🏻Không thẩm định ng thân 👉🏻Va.y 20-300tr ( L.ã.i suất ưu đãi 0 8-1 8%) Lh zalo ☎️: 0353405270,hồ sơ đơn giản ( Không mất phí ) 👉🏻Không thẩm định người thân 👉🏻Vay 20-300 triệu ( Lãi suất ưu đãi 0.8-1.8%) Liên hệ Zalo ☎️: 0353405270,"<s>: 0.0135, ▁hồ: 1.7936, ▁sơ: 0.0946, ▁đơn: 0.0255, ▁giản: 0.0145, ▁(: 0.0655, ▁Không: 0.041, ▁mất: 0.0049, ▁phí: 4.5004, ▁): 0.0249, ▁: 0.0439, <unk>: 0.0227, <unk>: 0.0376, Không: 0.1276, ▁thẩm: 0.0033, ▁định: 0.0262, ▁người: 0.0607, ▁thân: 0.0081, ▁: 0.0757, <unk>: 0.0397, <unk>: 0.0428, Va: 0.0021, y: 6.5405, ▁20: 0.0051, -300: 0.0048, ▁triệu: 0.7761, ▁(: 0.0504, ▁L: 0.0312, ã: 1.7439, i: 0.8008, ▁suất: 0.0008, ▁ưu: 0.0032, ▁đã: 0.023, i: 0.0295, ▁: 8.8431, 0.8: 6.7876, -1: 0.7624, .: 9.691, 8%): 0.0365, ▁Liên: 1.0456, ▁hệ: 0.0703, ▁Za: 5.4564, lo: 0.0053, ▁: 0.1133, <unk>: 0.0463, <unk>: 0.0805, :: 0.0434, ▁03: 0.0004, 53: 0.0172, 40: 0.0062, 5: 0.0005, 270: 0.0101, </s>: 0.033",0.9458,9.691
7914,"qua chs vs t này, t chửi cho tỉnh","qua chơi với tao nè, tao chửi cho tỉnh","<s>: 0.0145, ▁qua: 0.0509, ▁chơi: 0.2131, ▁với: 0.0663, ▁tao: 2.857, ▁nè: 8.9249, ,: 0.1521, ▁tao: 0.6082, ▁ch: 0.0453, ử: 0.0101, i: 0.0431, ▁cho: 0.0819, ▁tỉnh: 0.0265, </s>: 0.0963",0.9421,8.9249
6223,Chúc bà luonn buôn may bán đắt nhó,Chúc bà luôn buôn may bán đắt nhỏ,"<s>: 0.0149, ▁Chúc: 0.0101, ▁bà: 0.0649, ▁luôn: 0.0022, ▁buôn: 0.0021, ▁may: 0.0039, ▁bán: 0.0204, ▁đắt: 0.0067, ▁nhỏ: 9.215, </s>: 0.0794",0.942,9.215
4313,Cái ảnh mìnk chụp là tone đỏ loè và mn mặc màu đen lun as.,Cái ảnh mình chụp là tone đỏ lòe và mọi người mặc màu đen luôn á.,"<s>: 0.0139, ▁Cái: 0.0223, ▁ảnh: 0.1586, ▁mình: 0.0344, ▁chụp: 0.0067, ▁là: 0.0444, ▁tone: 0.0018, ▁đỏ: 0.0028, ▁l: 6.4881, ò: 7.3423, e: 5.1687, ▁và: 0.0697, ▁mọi: 0.0293, ▁người: 0.1128, ▁mặc: 0.0055, ▁màu: 0.0044, ▁đen: 0.0015, ▁luôn: 0.0626, ▁á: 0.0087, .: 0.1089, </s>: 0.0662",0.9406,7.3423
5593,cái máy vs cái số vay ý đừng cs để lscg hay danh bạ j cả sợ n cày dc th,cái máy với cái số vay ý đừng có để lịch sử cuộc gọi hay danh bạ gì cả sợ nó cày được thôi,"<s>: 0.0147, ▁cái: 0.0655, ▁máy: 0.0159, ▁với: 0.0316, ▁cái: 0.0353, ▁số: 0.0106, ▁vay: 0.0109, ▁ý: 0.0071, ▁đừng: 0.0093, ▁có: 0.0472, ▁để: 0.131, ▁lịch: 9.1863, ▁sử: 0.4845, ▁cuộc: 8.5533, ▁gọi: 7.3248, ▁hay: 0.0217, ▁danh: 0.0025, ▁b: 0.0249, ạ: 0.0031, ▁gì: 0.0067, ▁cả: 0.0192, ▁sợ: 0.0106, ▁nó: 0.0375, ▁cà: 0.0016, y: 0.0402, ▁được: 0.1067, ▁thôi: 0.0396, </s>: 0.0723",0.9398,9.1863
5716,"Deft cs ny từ 2022 r hsy, quả ny xịn nhất luônnn","Deft có người yêu từ 2022 rồi hay sao ý, quả người yêu xịn nhất luôn","<s>: 0.0153, ▁De: 0.0141, ft: 0.0024, ▁có: 0.0951, ▁người: 0.0209, ▁yêu: 0.0244, ▁từ: 0.0801, ▁2022: 0.0232, ▁rồi: 0.0518, ▁hay: 11.8357, ▁sao: 0.1627, ▁ý: 7.8645, ,: 0.1131, ▁quả: 0.0018, ▁người: 0.0122, ▁yêu: 0.0395, ▁x: 0.0883, ị: 0.0182, n: 0.0365, ▁nhất: 0.0292, ▁luôn: 0.002, </s>: 0.1317",0.9392,11.8357
1377,Comfirm chx z 💀 nhìn tđn ấy,Confirm chưa vậy 💀 nhìn thế đéo nào ấy,"<s>: 0.0146, ▁Con: 10.3229, firm: 0.0, ▁chưa: 0.076, ▁vậy: 0.4131, ▁: 0.111, <unk>: 0.055, ▁nhìn: 0.0077, ▁thế: 1.3142, ▁đ: 1.1373, é: 0.0798, o: 0.0485, ▁nào: 0.3968, ▁ấy: 0.0065, </s>: 0.0962",0.9387,10.3229
1530,"Đ thấy quen j, chỉ thấy mỹ ngọc đẹp vl","Đéo thấy quen gì, chỉ thấy Mỹ Ngọc đẹp vãi lồn","<s>: 0.0161, ▁Đ: 0.3516, é: 1.1905, o: 0.0238, ▁thấy: 0.0534, ▁quen: 0.0044, ▁gì: 0.0355, ,: 0.1474, ▁chỉ: 0.0483, ▁thấy: 0.0185, ▁Mỹ: 9.0429, ▁Ngọc: 5.0071, ▁đẹp: 0.0425, ▁v: 0.0353, ã: 1.506, i: 0.0318, ▁lồ: 0.0786, n: 0.1054, </s>: 0.0956",0.9387,9.0429
8023,thay vì 3 bài trên là pov từ nv nam.,thay vì 3 bài trên là POV từ nhân vật nam.,"<s>: 0.0148, ▁thay: 0.0385, ▁vì: 0.013, ▁3: 0.0148, ▁bài: 0.0034, ▁trên: 0.0273, ▁là: 0.1138, ▁POV: 12.3538, ▁từ: 0.0401, ▁nhân: 0.0749, ▁vật: 0.2274, ▁nam: 0.0106, .: 0.0941, </s>: 0.0818",0.9363,12.3538
5319,chc mua cái vé bèo nhất,chắc mua cái vé bèo nhất,"<s>: 0.015, ▁chắc: 8.0925, ▁mua: 0.0341, ▁cái: 0.062, ▁vé: 0.008, ▁bè: 0.0011, o: 0.0379, ▁nhất: 0.0673, </s>: 0.0922",0.9345,8.0925
3752,Ghen tỵ ch hehe,Ghen tị chưa hehe,"<s>: 0.0149, ▁Gh: 0.0024, en: 0.0217, ▁t: 0.0697, ị: 7.2172, ▁chưa: 0.0584, ▁hehe: 0.0068, </s>: 0.0729",0.933,7.2172
2275,Thứ nhất: cả 2 đều yêu thw cùng 1 ng Thứ 2: xa thơm gần thối Thứ 3: kể cả mẹ ruột còn mâu thuẫn ns g mẹ ckồnq,Thứ nhất: cả hai đều yêu thương cùng một người Thứ hai: xa thơm gần thối Thứ ba: kể cả mẹ ruột còn mâu thuẫn nói gì mẹ chồng,"<s>: 0.0146, ▁Thứ: 0.006, ▁nhất: 0.0995, :: 0.0775, ▁cả: 0.0346, ▁hai: 2.9142, ▁đều: 0.0401, ▁yêu: 0.0455, ▁thương: 0.0152, ▁cùng: 0.0325, ▁một: 2.7275, ▁người: 0.0494, ▁Thứ: 0.0047, ▁hai: 7.8425, :: 5.4705, ▁xa: 0.0059, ▁thơm: 0.0016, ▁gần: 0.0078, ▁th: 0.0709, ối: 0.0077, ▁Thứ: 0.0103, ▁ba: 7.262, :: 7.9227, ▁kể: 0.0016, ▁cả: 0.016, ▁mẹ: 0.0193, ▁ruột: 0.0025, ▁còn: 0.0377, ▁mâ: 0.0025, u: 0.0295, ▁thu: 0.0292, ẫ: 0.0121, n: 0.0295, ▁nói: 0.0544, ▁gì: 0.3085, ▁mẹ: 0.0245, ▁chồng: 0.0231, </s>: 0.1226",0.931,7.9227
1859,tham vọng của mảtinstan qá lớn 🥰🤟🏻,tham vọng của Martinstan quá lớn 🥰🤟🏻,"<s>: 0.0148, ▁tham: 0.0154, ▁vọng: 0.0181, ▁của: 0.0968, ▁Martin: 9.2008, stan: 2.3498, ▁quá: 0.0305, ▁lớn: 0.014, ▁: 0.0962, <unk>: 0.0669, <unk>: 0.059, <unk>: 0.0685, </s>: 0.0491",0.9292,9.2008
5606,Nhx chụp cccd gửi n tui sợ n cs cái là tra ttin mik đc,Nhưng chụp căn cước công dân gửi nó tui sợ nó có cái là tra thông tin mình được,"<s>: 0.0155, ▁Nhưng: 2.9743, ▁chụp: 0.0106, ▁căn: 8.3112, ▁c: 1.5594, ước: 2.6922, ▁công: 1.7142, ▁dân: 2.2408, ▁gửi: 0.0076, ▁nó: 0.0644, ▁tui: 0.1605, ▁sợ: 0.0294, ▁nó: 0.0414, ▁có: 0.0869, ▁cái: 0.0665, ▁là: 0.0926, ▁tra: 0.002, ▁thông: 0.0763, ▁tin: 0.064, ▁mình: 0.0545, ▁được: 0.0812, </s>: 0.0782",0.9284,8.3112
7691,Kiểu như b thân và nyc ctay vì ko cùng quan điểm hay k cùng hướng ik trg tương lại ct trg hoà bình,Kiểu như bạn thân và người yêu cũ chia tay vì không cùng quan điểm hay không cùng hướng đi trong tương lai chia tay trong hòa bình,"<s>: 0.0147, ▁Kiể: 0.007, u: 0.0697, ▁như: 0.0153, ▁bạn: 0.0251, ▁thân: 0.0056, ▁và: 0.1699, ▁người: 0.0137, ▁yêu: 0.0728, ▁cũ: 0.6289, ▁chia: 0.0008, ▁tay: 0.0422, ▁vì: 0.0497, ▁không: 0.0365, ▁cùng: 0.0181, ▁quan: 0.0078, ▁điểm: 0.0477, ▁hay: 0.0974, ▁không: 0.0521, ▁cùng: 0.0078, ▁hướng: 0.005, ▁đi: 0.037, ▁trong: 0.397, ▁tương: 0.0019, ▁lai: 8.2497, ▁chia: 0.6778, ▁tay: 0.1317, ▁trong: 0.5609, <unk>: 8.7949, ▁bình: 8.2625, </s>: 0.267",0.928,8.7949
2216,Còn nh chuyện dở khók dở cười nhất là bộ môn tiếng Ziệt kh thông của cháu tui n chèm thêm tiếng Ah dzô,Còn nhiều chuyện dở khóc dở cười nhất là bộ môn tiếng Việt không thông của cháu tôi nó chêm thêm tiếng Anh vào,"<s>: 0.0146, ▁Còn: 0.0069, ▁nhiều: 0.1152, ▁chuyện: 0.0236, ▁d: 0.0361, ở: 0.0088, ▁khóc: 1.3585, ▁d: 0.0541, ở: 0.0068, ▁cười: 0.0009, ▁nhất: 0.0274, ▁là: 0.0521, ▁bộ: 0.0286, ▁môn: 0.0122, ▁tiếng: 0.0047, ▁Việt: 0.0234, ▁không: 0.0767, ▁thông: 0.0097, ▁của: 0.1047, ▁cháu: 0.0096, ▁tôi: 1.7633, ▁nó: 0.0649, ▁ch: 7.237, êm: 5.7599, ▁thêm: 0.0551, ▁tiếng: 0.0307, ▁Anh: 0.0066, ▁vào: 9.9138, </s>: 0.0988",0.9277,9.9138
7475,B ơi b m xem sự cviec tình duyên đất cát xem ở đâu hay b nhỉ,Bạn ơi bạn muốn xem công việc tình duyên đất cát xem ở đâu hay bạn nhỉ,"<s>: 0.0144, ▁Bạn: 0.1929, ▁ơi: 0.0163, ▁bạn: 0.075, ▁muốn: 6.4702, ▁xem: 0.0368, ▁công: 12.1294, ▁việc: 0.0528, ▁tình: 0.0225, ▁du: 0.0215, yên: 0.0297, ▁đất: 0.0054, ▁cá: 0.008, t: 0.0506, ▁xem: 0.0376, ▁ở: 0.0549, ▁đâu: 0.0208, ▁hay: 0.0576, ▁bạn: 0.0928, ▁nhỉ: 0.0048, </s>: 0.0622",0.9265,12.1294
5316,Haha mấy c app đen này toàn doạ ng yếu pónk vía thui c ạk ?,Haha mấy con app đen này toàn dọa người yếu bóng vía thôi chị ạ ?,"<s>: 0.014, ▁Haha: 0.0011, ▁mấy: 0.017, ▁con: 0.1962, ▁app: 0.0078, ▁đen: 0.0049, ▁này: 0.0587, ▁toàn: 0.0178, <unk>: 9.2995, ▁người: 0.0788, ▁yếu: 0.0015, ▁bóng: 6.1812, ▁vía: 0.0002, ▁thôi: 0.1082, ▁chị: 0.5033, ▁ạ: 0.0797, ▁?: 0.0146, </s>: 0.0839",0.926,9.2995
5117,Ik lm mak áp lực chạy xe ngoài đg mak sót ht túi tiền,Đi làm mà áp lực chạy xe ngoài đường mà xót hết túi tiền,"<s>: 0.0143, ▁Đi: 0.0192, ▁làm: 0.0637, ▁mà: 0.0469, ▁áp: 0.0043, ▁lực: 0.0079, ▁chạy: 0.009, ▁xe: 0.0291, ▁ngoài: 0.0344, ▁đường: 0.0135, ▁mà: 0.059, ▁x: 12.3278, ót: 2.9532, ▁hết: 0.0158, ▁túi: 0.0019, ▁tiền: 0.0141, </s>: 0.0854",0.9235,12.3278
5684,Hệ tư tưởng Lucky Vicky hả chèn,Hệ tư tưởng Lucky Vicky hả trời,"<s>: 0.0148, ▁Hệ: 0.0275, ▁tư: 0.0087, ▁tưởng: 0.0045, ▁Lucky: 0.0001, ▁V: 0.0217, icky: 0.0011, ▁hả: 0.0039, ▁trời: 9.062, </s>: 0.0898",0.9234,9.062
660,Bị ghost as hzzz 😮‍💨,Bị ghost á haizz 😮‍💨,"<s>: 0.0168, ▁Bị: 0.0216, ▁g: 0.0048, host: 0.0002, ▁á: 0.0545, ▁hai: 9.5622, zz: 1.1236, ▁: 0.0531, <unk>: 0.0417, ▁: 0.0792, <unk>: 0.0464, </s>: 0.0732",0.9231,9.5622
6307,"hehe chúc bác mạnh khoẻ, zẻ ạa","hehe chúc bác mạnh khỏe, vui vẻ ạ","<s>: 0.0152, ▁hehe: 0.0021, ▁chúc: 0.0103, ▁bác: 0.0282, ▁mạnh: 0.0175, <unk>: 9.007, ,: 0.3377, ▁vui: 0.2935, ▁vẻ: 0.0478, ▁ạ: 0.0127, </s>: 0.3575",0.9209,9.007
2437,Cgi cx trump mỗi tội mãi k xuống lỗ,Cái gì cũng Trump mỗi tội mãi không xuống lỗ,"<s>: 0.017, ▁Cái: 0.015, ▁gì: 0.0289, ▁cũng: 0.0669, ▁Trump: 10.6848, ▁mỗi: 0.0271, ▁tội: 0.0019, ▁mãi: 0.0075, ▁không: 0.1328, ▁xuống: 0.0049, ▁lỗ: 0.0001, </s>: 0.0626",0.9208,10.6848
1491,"Đấy là ôg tr giúp bn đấy, tránh đc 1 đời đau khổ say này nhé","Đấy là ông trời giúp bạn đấy, tránh được một đời đau khổ sau này nhé","<s>: 0.014, ▁Đ: 0.0659, ấ: 0.0217, y: 0.1068, ▁là: 0.0426, ▁ông: 0.0285, ▁trời: 0.0507, ▁giúp: 0.0115, ▁bạn: 0.0309, ▁đấy: 0.0093, ,: 0.1093, ▁tránh: 0.0059, ▁được: 0.0576, ▁một: 4.3293, ▁đời: 0.0255, ▁đau: 0.0034, ▁khổ: 0.0021, ▁sau: 14.2139, ▁này: 0.0745, ▁nhé: 0.0156, </s>: 0.0696",0.9185,14.2139
6356,kb trụ đc tới bao lâu đây hjc,không biết trụ được tới bao lâu đây hic,"<s>: 0.0145, ▁không: 0.108, ▁biết: 2.0179, ▁trụ: 0.0077, ▁được: 0.0714, ▁tới: 0.0376, ▁bao: 0.1565, ▁lâu: 0.0097, ▁đây: 0.0235, ▁hic: 7.5707, </s>: 0.0765",0.9176,7.5707
7125,Dậy mak lúc khều fanmetting lại bảo sợ é vế😒😒 Chán cái c vk này gke 1 phút mak cỡ đók màk còn sợ cgi nx hả cs day2,Vậy mà lúc khều fanmeeting lại bảo sợ ế vé😒😒 Chán cái con vợ này ghê 1 phút mà cỡ đó mà còn sợ cái gì nữa hả có day 2,"<s>: 0.0144, ▁Vậy: 4.4161, ▁mà: 0.0466, ▁lúc: 0.0196, ▁kh: 0.2337, ề: 0.0148, u: 0.0317, ▁fan: 0.0011, meet: 6.3886, ing: 2.9695, ▁lại: 0.0471, ▁bảo: 0.0254, ▁sợ: 0.008, ▁: 7.6401, ế: 0.2255, ▁vé: 10.708, <unk>: 0.8982, <unk>: 0.1043, ▁Chá: 0.0021, n: 0.0315, ▁cái: 0.0385, ▁con: 0.2595, ▁vợ: 0.0279, ▁này: 0.0785, ▁g: 0.6388, hê: 0.0088, ▁1: 0.0682, ▁phút: 0.0096, ▁mà: 0.0445, ▁cỡ: 0.0005, ▁đó: 0.0392, ▁mà: 0.0496, ▁còn: 0.0504, ▁sợ: 0.0063, ▁cái: 0.017, ▁gì: 0.0482, ▁nữa: 0.0128, ▁hả: 0.0046, ▁có: 0.0699, ▁day: 0.0002, ▁2: 3.1485, </s>: 0.0888",0.9175,10.708
6222,Giữ sức khoẻ nhe bà ơi.,Giữ sức khỏe nhe bà ơi.,"<s>: 0.0155, ▁Gi: 0.024, ữ: 0.0211, ▁sức: 0.0097, <unk>: 9.0885, ▁nh: 0.6448, e: 0.0168, ▁bà: 0.0262, ▁ơi: 0.0701, .: 0.0973, </s>: 0.0659",0.9164,9.0885
2549,"May mắn thay là cj rất tỉnh táo ở chỗ ko dkkh , thui thì ở 1minh cho đỡ nặng đầu nặng tâm c ạk .","May mắn thay là chị rất tỉnh táo ở chỗ không đăng ký kết hôn, thôi thì ở 1 mình cho đỡ nặng đầu nặng tâm chị ạ.","<s>: 0.0128, ▁May: 0.0209, ▁mắn: 0.0202, ▁thay: 0.0418, ▁là: 0.098, ▁chị: 0.096, ▁rất: 0.0117, ▁tỉnh: 0.0018, ▁tá: 0.0048, o: 0.0144, ▁ở: 0.09, ▁chỗ: 0.0247, ▁không: 0.0613, ▁đăng: 5.3017, ▁ký: 0.0485, ▁kết: 4.8019, ▁hôn: 1.223, ,: 8.6176, ▁thôi: 0.0091, ▁thì: 0.0395, ▁ở: 0.0682, ▁1: 0.0826, ▁mình: 0.0913, ▁cho: 0.0427, ▁đỡ: 0.0079, ▁nặng: 0.0038, ▁đầu: 0.01, ▁nặng: 0.0018, ▁tâm: 0.034, ▁chị: 0.1804, ▁ạ: 0.0168, .: 9.0627, </s>: 0.0633",0.9153,9.0627
8227,chn tình đọc nghe cuốn wa xg thấy mn hóng ở mấy vid kia nên gửi cmn link lên ds cho mn vào đọc=)),chuyện tình đọc nghe cuốn quá xong thấy mọi người hóng ở mấy video kia nên gửi con mẹ nó link lên đó cho mọi người vào đọc=)),"<s>: 0.0134, ▁chuyện: 5.4229, ▁tình: 0.0281, ▁đọc: 0.0227, ▁nghe: 0.0246, ▁cuốn: 0.0031, ▁quá: 0.0118, ▁xong: 0.0278, ▁thấy: 0.0206, ▁mọi: 0.1055, ▁người: 0.0686, ▁hó: 0.0004, ng: 0.0336, ▁ở: 0.0457, ▁mấy: 0.0061, ▁video: 1.3364, ▁kia: 0.0253, ▁nên: 0.0359, ▁gửi: 0.0051, ▁con: 3.76, ▁mẹ: 9.5011, ▁nó: 9.9209, ▁link: 0.0022, ▁lên: 0.1038, ▁đó: 0.0634, ▁cho: 0.0389, ▁mọi: 0.1487, ▁người: 0.0789, ▁vào: 0.0455, ▁đọc: 0.0105, =: 0.0032, ): 0.0773, ): 0.0895, </s>: 0.0351",0.9152,9.9209
9096,Dcm ns nthe Keonho zới Juhoon còn trả thù dài dài:))) chn thík trả thù lắm.,Địt con mẹ nói như thế Keonho với Juhoon còn trả thù dài dài :))) chúng nó thích trả thù lắm.,"<s>: 0.0138, ▁Đ: 1.1836, ị: 0.4813, t: 0.0165, ▁con: 0.3781, ▁mẹ: 0.0069, ▁nói: 0.8628, ▁như: 0.0331, ▁thế: 0.0362, ▁Ke: 0.0028, on: 0.0263, ho: 0.0112, ▁với: 0.0625, ▁Ju: 0.0044, ho: 0.0088, on: 0.0135, ▁còn: 0.0427, ▁trả: 0.0055, ▁thù: 0.0117, ▁dài: 0.0215, ▁dài: 0.014, <unk>: 9.2905, ▁chúng: 14.011, ▁nó: 0.6848, ▁thích: 0.0355, ▁trả: 0.0078, ▁thù: 0.0157, ▁lắm: 0.016, .: 0.0795, </s>: 0.0606",0.9146,14.011
3822,ê nhỏ đổi cái avt 6 dzữ z tr =))) nhìn vội tưởng c trâu,ê nhỏ đổi cái avatar xấu dữ vậy trời =))) nhìn vội tưởng con trâu,"<s>: 0.0165, ▁ê: 0.0006, ▁nhỏ: 0.0172, ▁đổi: 0.0075, ▁cái: 0.0282, ▁avatar: 4.0631, ▁xấu: 12.6508, ▁dữ: 0.5394, ▁vậy: 0.6803, ▁trời: 0.0129, ▁=: 0.0257, ))): 0.022, ▁nhìn: 0.0049, ▁vội: 0.0012, ▁tưởng: 0.0089, ▁con: 0.093, ▁tr: 0.0214, â: 0.0037, u: 0.027, </s>: 0.0664",0.9145,12.6508
