sentence,list
Người thường không nên biết phép thuật tồn tại.,"['Người', 'thường', 'không', 'nên', 'biết', 'phép', 'thuật', 'tồn', 'tại.']"
"Có thể làm trôi nhanh hoặc chậm đi thời gian, khiến mọi vật bay được theo các mức độ.","['Có', 'thể', 'làm', 'trôi', 'nhanh', 'hoặc', 'chậm', 'đi', 'thời', 'gian,', 'khiến', 'mọi', 'vật', 'bay', 'được', 'theo', 'các', 'mức', 'độ.']"
Vì sao ông Ãy tng gÜÖm cho Thit lão?,"['Vì', 'sao', 'ông', 'Ãy', 'tng', 'gÜÖm', 'cho', 'Thit', 'lão?']"
Việc vận chuyển Ma túy đã làm nó xảy ra.,"['Việc', 'vận', 'chuyển', 'Ma', 'túy', 'đã', 'làm', 'nó', 'xảy', 'ra.']"
Nhưng tôi vẫn không thể đến đó vì thủy triều đã lên.,"['Nhưng', 'tôi', 'vẫn', 'không', 'thể', 'đến', 'đó', 'vì', 'thủy', 'triều', 'đã', 'lên.']"
"Em này, chị thực sự xin lỗi.","['Em', 'này,', 'chị', 'thực', 'sự', 'xin', 'lỗi.']"
Thật là tuyệt bởi vì ... mùi tất ẩm của tớ sẽ giấu được mùi socola.,"['Thật', 'là', 'tuyệt', 'bởi', 'vì', '...', 'mùi', 'tất', 'ẩm', 'của', 'tớ', 'sẽ', 'giấu', 'được', 'mùi', 'socola.']"
"Tôi dựa vào sự thực chứ không phải những lời khuyên,cám ơn anh.","['Tôi', 'dựa', 'vào', 'sự', 'thực', 'chứ', 'không', 'phải', 'những', 'lời', 'khuyên,cám', 'ơn', 'anh.']"
Chuyến xe đưa cô đi thật xa.,"['Chuyến', 'xe', 'đưa', 'cô', 'đi', 'thật', 'xa.']"
Xin lỗi thằng chó ngồi xuống đây và thông suốt bộ óc của cậu rằng một vài điều không bao giờ thay đổi.,"['Xin', 'lỗi', 'thằng', 'chó', 'ngồi', 'xuống', 'đây', 'và', 'thông', 'suốt', 'bộ', 'óc', 'của', 'cậu', 'rằng', 'một', 'vài', 'điều', 'không', 'bao', 'giờ', 'thay', 'đổi.']"
"Giống như ""lạy ông tôi ở bụi này"", phải không?","['Giống', 'như', '""lạy', 'ông', 'tôi', 'ở', 'bụi', 'này"",', 'phải', 'không?']"
Nó luôn luôn những đứa trẻ phải trả -,"['Nó', 'luôn', 'luôn', 'những', 'đứa', 'trẻ', 'phải', 'trả', '-']"
Ba chú mèo con bắt đầu nheo nhéo.,"['Ba', 'chú', 'mèo', 'con', 'bắt', 'đầu', 'nheo', 'nhéo.']"
Sáu tuần truy nã vài tên nông dân.,"['Sáu', 'tuần', 'truy', 'nã', 'vài', 'tên', 'nông', 'dân.']"
Không nên quan hệ tình dục nhiều,"['Không', 'nên', 'quan', 'hệ', 'tình', 'dục', 'nhiều']"
Nó là một thuật ngữ tiếng Pháp của Jacques Lacan gương theo lý giải tâm lý.,"['Nó', 'là', 'một', 'thuật', 'ngữ', 'tiếng', 'Pháp', 'của', 'Jacques', 'Lacan', 'gương', 'theo', 'lý', 'giải', 'tâm', 'lý.']"
Bởi vì ông ấy bị một mụ phù thủy ác độc phù phép biến thành như vậy.,"['Bởi', 'vì', 'ông', 'ấy', 'bị', 'một', 'mụ', 'phù', 'thủy', 'ác', 'độc', 'phù', 'phép', 'biến', 'thành', 'như', 'vậy.']"
Anh có thể làm gì để giúp em?,"['Anh', 'có', 'thể', 'làm', 'gì', 'để', 'giúp', 'em?']"
Tôi đã từng là một bác sĩ tâm thần đáng kính,"['Tôi', 'đã', 'từng', 'là', 'một', 'bác', 'sĩ', 'tâm', 'thần', 'đáng', 'kính']"
- Anh sẽ cảm thấy như 1 con quỷ đã được thay đổi,"['-', 'Anh', 'sẽ', 'cảm', 'thấy', 'như', '1', 'con', 'quỷ', 'đã', 'được', 'thay', 'đổi']"
sao mọi người vẫn thường làm vậy nhỉ?,"['sao', 'mọi', 'người', 'vẫn', 'thường', 'làm', 'vậy', 'nhỉ?']"
Cái quái gì đang diễn ra trên đó thế?,"['Cái', 'quái', 'gì', 'đang', 'diễn', 'ra', 'trên', 'đó', 'thế?']"
Giờ thì ráng đưa họ ra nhé.,"['Giờ', 'thì', 'ráng', 'đưa', 'họ', 'ra', 'nhé.']"
Và họ chỉ nói: chúng tôi sẽ thu xếp.,"['Và', 'họ', 'chỉ', 'nói:', 'chúng', 'tôi', 'sẽ', 'thu', 'xếp.']"
"Chúng tôi sẽ đặt niềm tin, và tiền bạc của mình vào...","['Chúng', 'tôi', 'sẽ', 'đặt', 'niềm', 'tin,', 'và', 'tiền', 'bạc', 'của', 'mình', 'vào...']"
Cho hỏi sư phụ anh là ai?,"['Cho', 'hỏi', 'sư', 'phụ', 'anh', 'là', 'ai?']"
Các anh có biết dân làng ăn gì kể từ khi chúng ta tới đây không?,"['Các', 'anh', 'có', 'biết', 'dân', 'làng', 'ăn', 'gì', 'kể', 'từ', 'khi', 'chúng', 'ta', 'tới', 'đây', 'không?']"
Họ sống ở Lowell với con gái của Micky là Kaise.,"['Họ', 'sống', 'ở', 'Lowell', 'với', 'con', 'gái', 'của', 'Micky', 'là', 'Kaise.']"
"Tên mới của cậu là ""Trung thành với cơn đại tiện"" đấy .","['Tên', 'mới', 'của', 'cậu', 'là', '""Trung', 'thành', 'với', 'cơn', 'đại', 'tiện""', 'đấy', '.']"
"Chung ta còn co bánh kem, nến ...","['Chung', 'ta', 'còn', 'co', 'bánh', 'kem,', 'nến', '...']"
"Tôi không nói về những người vớ vẩn, mà là nói về một nữ thi sĩ.","['Tôi', 'không', 'nói', 'về', 'những', 'người', 'vớ', 'vẩn,', 'mà', 'là', 'nói', 'về', 'một', 'nữ', 'thi', 'sĩ.']"
Ta nghĩ ta hiểu lòng dân ta.,"['Ta', 'nghĩ', 'ta', 'hiểu', 'lòng', 'dân', 'ta.']"
 Chúng tôi là những chàng trai vui vẻ và điều đó là vĩ đại,"['Chúng', 'tôi', 'là', 'những', 'chàng', 'trai', 'vui', 'vẻ', 'và', 'điều', 'đó', 'là', 'vĩ', 'đại']"
Chúng ta có tin tức từ vùng đất Far Far Away,"['Chúng', 'ta', 'có', 'tin', 'tức', 'từ', 'vùng', 'đất', 'Far', 'Far', 'Away']"
Cô được trả nhiêu cho cuộc này?,"['Cô', 'được', 'trả', 'nhiêu', 'cho', 'cuộc', 'này?']"
Cầu cho các nữ thần Valkyrie chào đón ngài... và dẫn dắt ngài qua chiến trường vĩ đại của thần Odin.,"['Cầu', 'cho', 'các', 'nữ', 'thần', 'Valkyrie', 'chào', 'đón', 'ngài...', 'và', 'dẫn', 'dắt', 'ngài', 'qua', 'chiến', 'trường', 'vĩ', 'đại', 'của', 'thần', 'Odin.']"
Và ta sẽ là kẻ xấu xa vĩ đại nhất mọi thời đại!,"['Và', 'ta', 'sẽ', 'là', 'kẻ', 'xấu', 'xa', 'vĩ', 'đại', 'nhất', 'mọi', 'thời', 'đại!']"
"-Vẫn còn sợ trong bóng tối sao, em trai?","['-Vẫn', 'còn', 'sợ', 'trong', 'bóng', 'tối', 'sao,', 'em', 'trai?']"
Chúng ta sẽ chơi vòng đấu tiếp theo vào thứ ba tới.,"['Chúng', 'ta', 'sẽ', 'chơi', 'vòng', 'đấu', 'tiếp', 'theo', 'vào', 'thứ', 'ba', 'tới.']"
- Nhưng tôi thực sự không muốn làm cô bị thương.,"['-', 'Nhưng', 'tôi', 'thực', 'sự', 'không', 'muốn', 'làm', 'cô', 'bị', 'thương.']"
"Nhìn hành lí này, có gì đó nén chặt bên trong.","['Nhìn', 'hành', 'lí', 'này,', 'có', 'gì', 'đó', 'nén', 'chặt', 'bên', 'trong.']"
"Một chút, chút chút, chút xíu nữa...","['Một', 'chút,', 'chút', 'chút,', 'chút', 'xíu', 'nữa...']"
Tất cả những ai có máy phát thanh và máy nhận phát sóng radio... đều được lệnh bắt buộc phải bật máy lên.,"['Tất', 'cả', 'những', 'ai', 'có', 'máy', 'phát', 'thanh', 'và', 'máy', 'nhận', 'phát', 'sóng', 'radio...', 'đều', 'được', 'lệnh', 'bắt', 'buộc', 'phải', 'bật', 'máy', 'lên.']"
Khi nào một CEO của hãng hàng không lớn phải bắt máy để nói chuyện với một phóng viên tự do?,"['Khi', 'nào', 'một', 'CEO', 'của', 'hãng', 'hàng', 'không', 'lớn', 'phải', 'bắt', 'máy', 'để', 'nói', 'chuyện', 'với', 'một', 'phóng', 'viên', 'tự', 'do?']"
Bố chuẩn bị gửi con đến một tu viện đây.,"['Bố', 'chuẩn', 'bị', 'gửi', 'con', 'đến', 'một', 'tu', 'viện', 'đây.']"
"- Sự thật là thế, nhưng tôi đã...","['-', 'Sự', 'thật', 'là', 'thế,', 'nhưng', 'tôi', 'đã...']"
Mạc tướng đã đưa Mã tướng quân về đây.,"['Mạc', 'tướng', 'đã', 'đưa', 'Mã', 'tướng', 'quân', 'về', 'đây.']"
- Chúng tôi biết anh có thông tin về nơi ở của Jimmy hoa Tulip.,"['-', 'Chúng', 'tôi', 'biết', 'anh', 'có', 'thông', 'tin', 'về', 'nơi', 'ở', 'của', 'Jimmy', 'hoa', 'Tulip.']"
Tôi vừa bất chợt ngủ một chút.,"['Tôi', 'vừa', 'bất', 'chợt', 'ngủ', 'một', 'chút.']"
- Anh muốn nói là về việc anh sẽ ly dị.,"['-', 'Anh', 'muốn', 'nói', 'là', 'về', 'việc', 'anh', 'sẽ', 'ly', 'dị.']"
Đó là chuyện tôi sẽ làm nếu tôi là hắn.,"['Đó', 'là', 'chuyện', 'tôi', 'sẽ', 'làm', 'nếu', 'tôi', 'là', 'hắn.']"
Micky Ward không thể hiện được gì...,"['Micky', 'Ward', 'không', 'thể', 'hiện', 'được', 'gì...']"
Hãy xóa sạch ký ức về Maya trong óc hắn,"['Hãy', 'xóa', 'sạch', 'ký', 'ức', 'về', 'Maya', 'trong', 'óc', 'hắn']"
Cậu có phiền nếu tớ không đề cập tới chuyện đó không?,"['Cậu', 'có', 'phiền', 'nếu', 'tớ', 'không', 'đề', 'cập', 'tới', 'chuyện', 'đó', 'không?']"
"Uh-oh, Dicky, mẹ cậu ở ngoài kìa.","['Uh-oh,', 'Dicky,', 'mẹ', 'cậu', 'ở', 'ngoài', 'kìa.']"
Tìm hiểu xem vấn đề có phải chính con đó tiếp cận chúng hay là được chúng thuê.,"['Tìm', 'hiểu', 'xem', 'vấn', 'đề', 'có', 'phải', 'chính', 'con', 'đó', 'tiếp', 'cận', 'chúng', 'hay', 'là', 'được', 'chúng', 'thuê.']"
có 1 cảnh sát đang bị thương!,"['có', '1', 'cảnh', 'sát', 'đang', 'bị', 'thương!']"
Hãy tới văng phòng của ông Jethmalani và lấy giấy tờ về cho tôi.,"['Hãy', 'tới', 'văng', 'phòng', 'của', 'ông', 'Jethmalani', 'và', 'lấy', 'giấy', 'tờ', 'về', 'cho', 'tôi.']"
Ít nhất cho đến khi sau đám cười.,"['Ít', 'nhất', 'cho', 'đến', 'khi', 'sau', 'đám', 'cười.']"
Nó được biên tập lại để chiếu trên TV.,"['Nó', 'được', 'biên', 'tập', 'lại', 'để', 'chiếu', 'trên', 'TV.']"
Sao không ra mở cửa như mọi người khác?,"['Sao', 'không', 'ra', 'mở', 'cửa', 'như', 'mọi', 'người', 'khác?']"
- Sao cô lại nghĩ như vậy?,"['-', 'Sao', 'cô', 'lại', 'nghĩ', 'như', 'vậy?']"
Nó đã cho cô ấy thứ gì đó.,"['Nó', 'đã', 'cho', 'cô', 'ấy', 'thứ', 'gì', 'đó.']"
Sao lại bỏ đi khi bố đang nói chuyện với con?,"['Sao', 'lại', 'bỏ', 'đi', 'khi', 'bố', 'đang', 'nói', 'chuyện', 'với', 'con?']"
Là tìm một nhân viên anh ninh đêm mới.,"['Là', 'tìm', 'một', 'nhân', 'viên', 'anh', 'ninh', 'đêm', 'mới.']"
Cô bé có thể đi bất cứ nơi nào cô muốn.,"['Cô', 'bé', 'có', 'thể', 'đi', 'bất', 'cứ', 'nơi', 'nào', 'cô', 'muốn.']"
Đó là anh nghĩ thế thôi. đó là tiệc mừng em tôi tốt nghiệp.,"['Đó', 'là', 'anh', 'nghĩ', 'thế', 'thôi.', 'đó', 'là', 'tiệc', 'mừng', 'em', 'tôi', 'tốt', 'nghiệp.']"
"Anh tin vào điều gì hả, B.A.?","['Anh', 'tin', 'vào', 'điều', 'gì', 'hả,', 'B.A.?']"
Tớ và tóc vàng bắt dầu chuyện đó.,"['Tớ', 'và', 'tóc', 'vàng', 'bắt', 'dầu', 'chuyện', 'đó.']"
Nếu toàn đội không biết sự thật thì họ sẽ không dễ làm việc tiếp đâu.,"['Nếu', 'toàn', 'đội', 'không', 'biết', 'sự', 'thật', 'thì', 'họ', 'sẽ', 'không', 'dễ', 'làm', 'việc', 'tiếp', 'đâu.']"
"Tôi không cố ý nói cho họ biết, Kirky.","['Tôi', 'không', 'cố', 'ý', 'nói', 'cho', 'họ', 'biết,', 'Kirky.']"
Tôi có cái này cần giao cho ông.,"['Tôi', 'có', 'cái', 'này', 'cần', 'giao', 'cho', 'ông.']"
"Trung tá, Tôi đồng ý với hành động của ngài.","['Trung', 'tá,', 'Tôi', 'đồng', 'ý', 'với', 'hành', 'động', 'của', 'ngài.']"
- Chúng đã đi từ đó đến trung tâm ở Anchorage.,"['-', 'Chúng', 'đã', 'đi', 'từ', 'đó', 'đến', 'trung', 'tâm', 'ở', 'Anchorage.']"
Đè nén tôi vào chính tôi thật chặt,"['Đè', 'nén', 'tôi', 'vào', 'chính', 'tôi', 'thật', 'chặt']"
Tuần tới cậu có muốn đến gặp tôi ... và sắp xếp một cuộc hẹn thường xuyên hơn?,"['Tuần', 'tới', 'cậu', 'có', 'muốn', 'đến', 'gặp', 'tôi', '...', 'và', 'sắp', 'xếp', 'một', 'cuộc', 'hẹn', 'thường', 'xuyên', 'hơn?']"
Ý mày 'súng to là 'ti bự' á?,"['Ý', 'mày', ""'súng"", 'to', 'là', ""'ti"", ""bự'"", 'á?']"
Có anh chàng trÈ tui kia cha mË Çau yu.,"['Có', 'anh', 'chàng', 'trÈ', 'tui', 'kia', 'cha', 'mË', 'Çau', 'yu.']"
"Con thấy không, con trai của ta, cha của con có một công việc rất quan trọng.","['Con', 'thấy', 'không,', 'con', 'trai', 'của', 'ta,', 'cha', 'của', 'con', 'có', 'một', 'công', 'việc', 'rất', 'quan', 'trọng.']"
anh nghĩ hắn là 1 kẻ thích chơi golf àh.,"['anh', 'nghĩ', 'hắn', 'là', '1', 'kẻ', 'thích', 'chơi', 'golf', 'àh.']"
Bởi vì sếp tôi là đàn ông.,"['Bởi', 'vì', 'sếp', 'tôi', 'là', 'đàn', 'ông.']"
Và sau đó mặt trăng sẽ là của chúng ta.,"['Và', 'sau', 'đó', 'mặt', 'trăng', 'sẽ', 'là', 'của', 'chúng', 'ta.']"
Hãy tha cho gia đình chúng nó,"['Hãy', 'tha', 'cho', 'gia', 'đình', 'chúng', 'nó']"
Cả hai người bọn chú đã nghĩ họ có sức mạnh giống chúng ta.,"['Cả', 'hai', 'người', 'bọn', 'chú', 'đã', 'nghĩ', 'họ', 'có', 'sức', 'mạnh', 'giống', 'chúng', 'ta.']"
Đã kiểm tra cabin và mọi ngóc nghách rồi.,"['Đã', 'kiểm', 'tra', 'cabin', 'và', 'mọi', 'ngóc', 'nghách', 'rồi.']"
Anh đi cùng với cảnh sát à?,"['Anh', 'đi', 'cùng', 'với', 'cảnh', 'sát', 'à?']"
Kiểm tra tất cả các thang máy và những chỗ bị phá hủy do nổ.,"['Kiểm', 'tra', 'tất', 'cả', 'các', 'thang', 'máy', 'và', 'những', 'chỗ', 'bị', 'phá', 'hủy', 'do', 'nổ.']"
Khi mà ngươi đã phản bội ta.,"['Khi', 'mà', 'ngươi', 'đã', 'phản', 'bội', 'ta.']"
Chỉ là một ý nghĩ chợt tới thôi.,"['Chỉ', 'là', 'một', 'ý', 'nghĩ', 'chợt', 'tới', 'thôi.']"
Hắn là 1 người trong số chúng em.,"['Hắn', 'là', '1', 'người', 'trong', 'số', 'chúng', 'em.']"
Thời tiết thế này thì sẽ chẳng có chuyến phà nào.,"['Thời', 'tiết', 'thế', 'này', 'thì', 'sẽ', 'chẳng', 'có', 'chuyến', 'phà', 'nào.']"
Anh gọi đó là sống sót sao?,"['Anh', 'gọi', 'đó', 'là', 'sống', 'sót', 'sao?']"
Họ không làm cô bị thương đâu.,"['Họ', 'không', 'làm', 'cô', 'bị', 'thương', 'đâu.']"
- tôi không biết anh bạn ah. - bạn gái hắn phải không?,"['-', 'tôi', 'không', 'biết', 'anh', 'bạn', 'ah.', '-', 'bạn', 'gái', 'hắn', 'phải', 'không?']"
Tôi không nhớ lời bài Đứa bé Châu Phi.,"['Tôi', 'không', 'nhớ', 'lời', 'bài', 'Đứa', 'bé', 'Châu', 'Phi.']"
Này các cậu ... như năm 78 nhé.,"['Này', 'các', 'cậu', '...', 'như', 'năm', '78', 'nhé.']"
Viện Nguyên Lão đã chuẩn bị một loạt những điều luật... để đối phó với nhiều vấn đề trong thành phố.,"['Viện', 'Nguyên', 'Lão', 'đã', 'chuẩn', 'bị', 'một', 'loạt', 'những', 'điều', 'luật...', 'để', 'đối', 'phó', 'với', 'nhiều', 'vấn', 'đề', 'trong', 'thành', 'phố.']"
- Anh đã kêu em tránh xa cái cửa sổ.,"['-', 'Anh', 'đã', 'kêu', 'em', 'tránh', 'xa', 'cái', 'cửa', 'sổ.']"
"- Tiếp đi, khai sáng tôi xem.","['-', 'Tiếp', 'đi,', 'khai', 'sáng', 'tôi', 'xem.']"
ng có hô tên em ra th?,"['ng', 'có', 'hô', 'tên', 'em', 'ra', 'th?']"
"- Jim, nếu anh thiếu 20 đô thì tôi...","['-', 'Jim,', 'nếu', 'anh', 'thiếu', '20', 'đô', 'thì', 'tôi...']"
"Lắp ráp, hay tháo rời, hay xẻ nhỏ nó ra.","['Lắp', 'ráp,', 'hay', 'tháo', 'rời,', 'hay', 'xẻ', 'nhỏ', 'nó', 'ra.']"
nhưng người sắt không có phụ tá.,"['nhưng', 'người', 'sắt', 'không', 'có', 'phụ', 'tá.']"
Anh nên nhìn vợ của bọn họ,"['Anh', 'nên', 'nhìn', 'vợ', 'của', 'bọn', 'họ']"
Một trường hợp mức độ 10.3 ở 1583 West Hudson.,"['Một', 'trường', 'hợp', 'mức', 'độ', '10.3', 'ở', '1583', 'West', 'Hudson.']"
"Thật không may, tôi sẽ phải bắt các anh vì tội vượt ngục.","['Thật', 'không', 'may,', 'tôi', 'sẽ', 'phải', 'bắt', 'các', 'anh', 'vì', 'tội', 'vượt', 'ngục.']"
- Ống tiêm tôi bơm vào cô có chứa chất vô hiệu hóa tế bào T trong cơ thể cô.,"['-', 'Ống', 'tiêm', 'tôi', 'bơm', 'vào', 'cô', 'có', 'chứa', 'chất', 'vô', 'hiệu', 'hóa', 'tế', 'bào', 'T', 'trong', 'cơ', 'thể', 'cô.']"
tướng quân hỏi liệu công trình này có hoàn thành trước lễ đăng cơ của Hoàng hậu không?,"['tướng', 'quân', 'hỏi', 'liệu', 'công', 'trình', 'này', 'có', 'hoàn', 'thành', 'trước', 'lễ', 'đăng', 'cơ', 'của', 'Hoàng', 'hậu', 'không?']"
Không ai gọi tôi như thế nữa.,"['Không', 'ai', 'gọi', 'tôi', 'như', 'thế', 'nữa.']"
Trước đây tôi đã làm điều này,"['Trước', 'đây', 'tôi', 'đã', 'làm', 'điều', 'này']"
Chúng tôi chỉ có vân tay của nhân viên,"['Chúng', 'tôi', 'chỉ', 'có', 'vân', 'tay', 'của', 'nhân', 'viên']"
Có một phụ nữ nói có biết một người trong thang máy.,"['Có', 'một', 'phụ', 'nữ', 'nói', 'có', 'biết', 'một', 'người', 'trong', 'thang', 'máy.']"
"Er ... không, không phải cho mỗi nói ...","['Er', '...', 'không,', 'không', 'phải', 'cho', 'mỗi', 'nói', '...']"
"58 thuộc địa và xứ tự trị Anh quốc đã tham gia,","['58', 'thuộc', 'địa', 'và', 'xứ', 'tự', 'trị', 'Anh', 'quốc', 'đã', 'tham', 'gia,']"
Cố làm cho hắn mất tập trung vào Răng Sún.,"['Cố', 'làm', 'cho', 'hắn', 'mất', 'tập', 'trung', 'vào', 'Răng', 'Sún.']"
Bọn mày ăn cắp gì của Chavo?,"['Bọn', 'mày', 'ăn', 'cắp', 'gì', 'của', 'Chavo?']"
- Một thứ gì đó ngọt ngọt,"['-', 'Một', 'thứ', 'gì', 'đó', 'ngọt', 'ngọt']"
Tôi tìm kiếm cái gì đó thay thế PD và tôi đã thử tất cả các kết hợp.,"['Tôi', 'tìm', 'kiếm', 'cái', 'gì', 'đó', 'thay', 'thế', 'PD', 'và', 'tôi', 'đã', 'thử', 'tất', 'cả', 'các', 'kết', 'hợp.']"
- Và không nghĩ rằng nó sẽ được dễ dàng.,"['-', 'Và', 'không', 'nghĩ', 'rằng', 'nó', 'sẽ', 'được', 'dễ', 'dàng.']"
"- Không có gì, không có gì.","['-', 'Không', 'có', 'gì,', 'không', 'có', 'gì.']"
- Chúng ta không tập ở đây vậy ở đâu ?,"['-', 'Chúng', 'ta', 'không', 'tập', 'ở', 'đây', 'vậy', 'ở', 'đâu', '?']"
"Khi chúng lớn lên, lại có những đứa khác thay thế.","['Khi', 'chúng', 'lớn', 'lên,', 'lại', 'có', 'những', 'đứa', 'khác', 'thay', 'thế.']"
(Tiếng Tây Ban Nha) Cô đã từ đâu tới?,"['(Tiếng', 'Tây', 'Ban', 'Nha)', 'Cô', 'đã', 'từ', 'đâu', 'tới?']"
Giống như hai cái mầm trong một hạt đậu.,"['Giống', 'như', 'hai', 'cái', 'mầm', 'trong', 'một', 'hạt', 'đậu.']"
Cô hãy hạ mấy thằng này nhé?,"['Cô', 'hãy', 'hạ', 'mấy', 'thằng', 'này', 'nhé?']"
Một thứ về abalum... là nó ăn linh hồn tươi mát.,"['Một', 'thứ', 'về', 'abalum...', 'là', 'nó', 'ăn', 'linh', 'hồn', 'tươi', 'mát.']"
quyền không được rời vạch trung tuyến này thả lỏng thả lỏng thêm chút,"['quyền', 'không', 'được', 'rời', 'vạch', 'trung', 'tuyến', 'này', 'thả', 'lỏng', 'thả', 'lỏng', 'thêm', 'chút']"
Ngươi đến đánh chúng ta nhân danh ai?,"['Ngươi', 'đến', 'đánh', 'chúng', 'ta', 'nhân', 'danh', 'ai?']"
Hình như không phải ánh mặt trời.,"['Hình', 'như', 'không', 'phải', 'ánh', 'mặt', 'trời.']"
Họ đang làm phim ở Toronto à?,"['Họ', 'đang', 'làm', 'phim', 'ở', 'Toronto', 'à?']"
"Tốt hơn là không, nếu có bất kỳ thương tích nào...","['Tốt', 'hơn', 'là', 'không,', 'nếu', 'có', 'bất', 'kỳ', 'thương', 'tích', 'nào...']"
Gần như giết chết cả anh ta.,"['Gần', 'như', 'giết', 'chết', 'cả', 'anh', 'ta.']"
- thì con sẽ được nhận lại.,"['-', 'thì', 'con', 'sẽ', 'được', 'nhận', 'lại.']"
 Vì cuộc đời chẳng có gì hay,"['Vì', 'cuộc', 'đời', 'chẳng', 'có', 'gì', 'hay']"
Có điện thoại nào gần đây có thể sử dụng được không?,"['Có', 'điện', 'thoại', 'nào', 'gần', 'đây', 'có', 'thể', 'sử', 'dụng', 'được', 'không?']"
'Chỉ có một số người nhất định phải chơi với Sarang',"[""'Chỉ"", 'có', 'một', 'số', 'người', 'nhất', 'định', 'phải', 'chơi', 'với', ""Sarang'""]"
Gọi cho chúng Mình khi nào cậu xong nhé.,"['Gọi', 'cho', 'chúng', 'Mình', 'khi', 'nào', 'cậu', 'xong', 'nhé.']"
- Anh thích thế này phải không?,"['-', 'Anh', 'thích', 'thế', 'này', 'phải', 'không?']"
- Tớ sẽ không cởi áo ra đâu.,"['-', 'Tớ', 'sẽ', 'không', 'cởi', 'áo', 'ra', 'đâu.']"
Nghĩa là cô đã nói chuyện với hắn.,"['Nghĩa', 'là', 'cô', 'đã', 'nói', 'chuyện', 'với', 'hắn.']"
Sao anh không nói điều gì đó?,"['Sao', 'anh', 'không', 'nói', 'điều', 'gì', 'đó?']"
Không phải không có quyền thuật nào là có thể hạ gục người Tây kia.,"['Không', 'phải', 'không', 'có', 'quyền', 'thuật', 'nào', 'là', 'có', 'thể', 'hạ', 'gục', 'người', 'Tây', 'kia.']"
Mày đang làm cô ta đau đấy.,"['Mày', 'đang', 'làm', 'cô', 'ta', 'đau', 'đấy.']"
Thằng Glaber người Syri nói rằng đã bán cô ấy cho 1 nhà lái buôn.,"['Thằng', 'Glaber', 'người', 'Syri', 'nói', 'rằng', 'đã', 'bán', 'cô', 'ấy', 'cho', '1', 'nhà', 'lái', 'buôn.']"
- Chị cưới được bao lâu rồi nhỉ?,"['-', 'Chị', 'cưới', 'được', 'bao', 'lâu', 'rồi', 'nhỉ?']"
Ông có nhiều cơ hội trong vòng sau.,"['Ông', 'có', 'nhiều', 'cơ', 'hội', 'trong', 'vòng', 'sau.']"
"Thế này nhé, tới uống với tôi một ly đi.","['Thế', 'này', 'nhé,', 'tới', 'uống', 'với', 'tôi', 'một', 'ly', 'đi.']"
"Phải, thưa các bạn, họ đã tìm được dầu trong khu tự trị.","['Phải,', 'thưa', 'các', 'bạn,', 'họ', 'đã', 'tìm', 'được', 'dầu', 'trong', 'khu', 'tự', 'trị.']"
Bố để cháu làm mọi việc à?,"['Bố', 'để', 'cháu', 'làm', 'mọi', 'việc', 'à?']"
bằng chứng về kiểm toán mất tích.,"['bằng', 'chứng', 'về', 'kiểm', 'toán', 'mất', 'tích.']"
TÔi có thứ tốt gần như thế.,"['TÔi', 'có', 'thứ', 'tốt', 'gần', 'như', 'thế.']"
"Ái chà chà, không phải là Hollywood và lũ thộn đây ư.","['Ái', 'chà', 'chà,', 'không', 'phải', 'là', 'Hollywood', 'và', 'lũ', 'thộn', 'đây', 'ư.']"
Nó sẽ giúp cô làm lại từ đầu.,"['Nó', 'sẽ', 'giúp', 'cô', 'làm', 'lại', 'từ', 'đầu.']"
"Đến với chúng ta từ Nhà ga đầu mối, là Sylvia Patterson.","['Đến', 'với', 'chúng', 'ta', 'từ', 'Nhà', 'ga', 'đầu', 'mối,', 'là', 'Sylvia', 'Patterson.']"
Anh ấy làm việc cho vợ của Frank Toretta.,"['Anh', 'ấy', 'làm', 'việc', 'cho', 'vợ', 'của', 'Frank', 'Toretta.']"
"Là phần khiến ""tôi không thích anh""","['Là', 'phần', 'khiến', '""tôi', 'không', 'thích', 'anh""']"
Karin và bạn trai mới của nó tới rồi.,"['Karin', 'và', 'bạn', 'trai', 'mới', 'của', 'nó', 'tới', 'rồi.']"
Tôi hy vọng có thể tìm được người nương tựa cả đời,"['Tôi', 'hy', 'vọng', 'có', 'thể', 'tìm', 'được', 'người', 'nương', 'tựa', 'cả', 'đời']"
"Xin lỗi, chỉ là ờm... kích động, tôi nghĩ thế.","['Xin', 'lỗi,', 'chỉ', 'là', 'ờm...', 'kích', 'động,', 'tôi', 'nghĩ', 'thế.']"
"Đây, cầm lấy, mua đồ ăn đi.","['Đây,', 'cầm', 'lấy,', 'mua', 'đồ', 'ăn', 'đi.']"
Cậu sẽ không tốt hơn chúng ta đâu.,"['Cậu', 'sẽ', 'không', 'tốt', 'hơn', 'chúng', 'ta', 'đâu.']"
Và đây là ... những cái tên của tất cả các nam tước đã ký vào hiến chương.,"['Và', 'đây', 'là', '...', 'những', 'cái', 'tên', 'của', 'tất', 'cả', 'các', 'nam', 'tước', 'đã', 'ký', 'vào', 'hiến', 'chương.']"
Anh chắc chắn là anh rồi sẽ ổn thôi mà.,"['Anh', 'chắc', 'chắn', 'là', 'anh', 'rồi', 'sẽ', 'ổn', 'thôi', 'mà.']"
